protein,chain,group,group1
2I4G,A,Phosphatase,2
2I3U,A,Phosphatase,2
3H66,A,Phosphatase,2
3H69,A,Phosphatase,2
3H60,A,Phosphatase,2
3H61,A,Phosphatase,2
4HJQ,A,Phosphatase,2
3H64,A,Phosphatase,2
1KAK,A,Phosphatase,2
3ZMP,A,Phosphatase,2
2I4E,A,Phosphatase,2
4GFV,A,Phosphatase,2
2HC1,A,Phosphatase,2
2HC2,A,Phosphatase,2
1NNY,A,Phosphatase,2
2I75,A,Phosphatase,2
2QCJ,A,Phosphatase,2
2FJN,A,Phosphatase,2
1Q6S,A,Phosphatase,2
1NL9,A,Phosphatase,2
2H02,A,Phosphatase,2
5KA9,A,Phosphatase,2
1G7G,A,Phosphatase,2
1A5Y,A,Phosphatase,2
3CWE,A,Phosphatase,2
5KA8,A,Phosphatase,2
4ZRT,A,Phosphatase,2
1Q6T,A,Phosphatase,2
2CMA,A,Phosphatase,2
2CMB,A,Phosphatase,2
4NND,A,Phosphatase,2
5JPE,A,Phosphatase,2
1YFO,A,Phosphatase,2
2CMC,A,Phosphatase,2
1BZH,A,Phosphatase,2
1PTT,A,Phosphatase,2
6B95,A,Phosphatase,2
1JF7,A,Phosphatase,2
5K9V,A,Phosphatase,2
2CNE,A,Phosphatase,2
1NO6,A,Phosphatase,2
2QDM,A,Phosphatase,2
1PTU,A,Phosphatase,2
1BZJ,A,Phosphatase,2
3H67,A,Phosphatase,2
1EEN,A,Phosphatase,2
3EU0,A,Phosphatase,2
1EEO,A,Phosphatase,2
4RH5,A,Phosphatase,2
3EB1,A,Phosphatase,2
2CM7,A,Phosphatase,2
3A5J,A,Phosphatase,2
2QBP,A,Phosphatase,2
1AAX,A,Phosphatase,2
4Y14,A,Phosphatase,2
2HNQ,A,Phosphatase,2
1BZC,A,Phosphatase,2
1Q6P,A,Phosphatase,2
1I57,A,Phosphatase,2
5KAC,A,Phosphatase,2
2CM3,A,Phosphatase,2
4QAP,A,Phosphatase,2
3QKP,A,Phosphatase,2
4ICZ,A,Phosphatase,2
1G7F,A,Phosphatase,2
1PTY,A,Phosphatase,2
2B07,A,Phosphatase,2
2NT7,A,Phosphatase,2
3A5K,A,Phosphatase,2
1SUG,A,Phosphatase,2
2NTA,A,Phosphatase,2
1LQF,A,Phosphatase,2
1PTV,A,Phosphatase,2
1OEO,X,Phosphatase,2
1WAX,A,Phosphatase,2
2ZMM,A,Phosphatase,2
3D9C,A,Phosphatase,2
5KAB,A,Phosphatase,2
2ZN7,A,Phosphatase,2
2HNP,A,Phosphatase,2
3SME,A,Phosphatase,2
2H4K,A,Phosphatase,2
2HY3,A,Phosphatase,2
6B8Z,A,Phosphatase,2
1XBO,A,Phosphatase,2
5K9W,A,Phosphatase,2
5KAA,A,Phosphatase,2
6H8S,A,Phosphatase,2
2HB1,A,Phosphatase,2
2QBQ,A,Phosphatase,2
1Q6N,A,Phosphatase,2
3QKQ,A,Phosphatase,2
2H4G,A,Phosphatase,2
5KA0,A,Phosphatase,2
2AZR,A,Phosphatase,2
4QAH,A,Phosphatase,2
5KAD,A,Phosphatase,2
4RH9,A,Phosphatase,2
3EAX,A,Phosphatase,2
1C84,A,Phosphatase,2
1NZ7,A,Phosphatase,2
5KA7,A,Phosphatase,2
2F6Y,A,Phosphatase,2
6B90,A,Phosphatase,2
5KA3,A,Phosphatase,2
5T19,A,Phosphatase,2
1KAV,A,Phosphatase,2
2FJM,A,Phosphatase,2
6D4D,A,Phosphatase,2
2QBR,A,Phosphatase,2
2BGD,A,Phosphatase,2
1QXK,A,Phosphatase,2
6CWV,A,Phosphatase,2
2QBS,A,Phosphatase,2
2BGE,A,Phosphatase,2
1ONZ,A,Phosphatase,2
1T49,A,Phosphatase,2
1ECV,A,Phosphatase,2
1GFY,A,Phosphatase,2
2F6Z,A,Phosphatase,2
1NWL,A,Phosphatase,2
1PXH,A,Phosphatase,2
2F70,A,Phosphatase,2
6B8T,A,Phosphatase,2
3I80,A,Phosphatase,2
3OMH,A,Phosphatase,2
2CM8,A,Phosphatase,2
6B8X,A,Phosphatase,2
4I8N,A,Phosphatase,2
2F6T,A,Phosphatase,2
1Q6M,A,Phosphatase,2
6CWU,A,Phosphatase,2
4QBE,A,Phosphatase,2
1T48,A,Phosphatase,2
2F71,A,Phosphatase,2
2CNH,A,Phosphatase,2
3I7Z,A,Phosphatase,2
2CNI,A,Phosphatase,2
1Q1M,A,Phosphatase,2
1OEU,A,Phosphatase,2
5KA2,A,Phosphatase,2
1C86,A,Phosphatase,2
1OEV,A,Phosphatase,2
1C85,A,Phosphatase,2
1ONY,A,Phosphatase,2
1PYN,A,Phosphatase,2
4RHG,A,Phosphatase,2
1T4J,A,Phosphatase,2
4ZVZ,A,Phosphatase,2
2F6V,A,Phosphatase,2
1OEM,X,Phosphatase,2
1OET,A,Phosphatase,2
1PH0,A,Phosphatase,2
1C87,A,Phosphatase,2
2VEX,A,Phosphatase,2
2VEW,A,Phosphatase,2
2CNG,A,Phosphatase,2
1Q6J,A,Phosphatase,2
2VEV,A,Phosphatase,2
6B8E,A,Phosphatase,2
1NWE,A,Phosphatase,2
3ZMQ,A,Phosphatase,2
2CNF,A,Phosphatase,2
5KA1,A,Phosphatase,2
2VEY,A,Phosphatase,2
3ZV2,A,Phosphatase,2
2F6W,A,Phosphatase,2
3QCF,A,Phosphatase,2
1L8G,A,Phosphatase,2
2CM2,A,Phosphatase,2
1C83,A,Phosphatase,2
4QUN,A,Phosphatase,2
4QUM,A,Phosphatase,2
4QBW,A,Phosphatase,2
5QFM,A,Phosphatase,2
5QEB,A,Phosphatase,2
1C88,A,Phosphatase,2
5QFP,A,Phosphatase,2
5QF4,A,Phosphatase,2
5QER,A,Phosphatase,2
5QEH,A,Phosphatase,2
5QEA,A,Phosphatase,2
5QE3,A,Phosphatase,2
5QEX,A,Phosphatase,2
5QEE,A,Phosphatase,2
5QE9,A,Phosphatase,2
2H04,A,Phosphatase,2
5QDV,A,Phosphatase,2
5QFI,A,Phosphatase,2
5QEW,A,Phosphatase,2
5QGD,A,Phosphatase,2
5QDJ,A,Phosphatase,2
5QFU,A,Phosphatase,2
5QG4,A,Phosphatase,2
5QDS,A,Phosphatase,2
5QE7,A,Phosphatase,2
5QGB,A,Phosphatase,2
5QFY,A,Phosphatase,2
5QF3,A,Phosphatase,2
5QFO,A,Phosphatase,2
5QEY,A,Phosphatase,2
5QDT,A,Phosphatase,2
5QDX,A,Phosphatase,2
5QFJ,A,Phosphatase,2
5QGF,A,Phosphatase,2
5QFE,A,Phosphatase,2
5QF9,A,Phosphatase,2
5QFG,A,Phosphatase,2
5QEF,A,Phosphatase,2
5QFB,A,Phosphatase,2
5QDN,A,Phosphatase,2
5QG7,A,Phosphatase,2
5QET,A,Phosphatase,2
1G1G,A,Phosphatase,2
5QEZ,A,Phosphatase,2
5QEI,A,Phosphatase,2
5QE6,A,Phosphatase,2
5QE8,A,Phosphatase,2
5QFR,A,Phosphatase,2
5QEU,A,Phosphatase,2
5QF7,A,Phosphatase,2
5QF2,A,Phosphatase,2
5QFK,A,Phosphatase,2
5QDL,A,Phosphatase,2
5QDI,A,Phosphatase,2
5QEN,A,Phosphatase,2
5QG6,A,Phosphatase,2
5QDU,A,Phosphatase,2
5QFS,A,Phosphatase,2
5QEO,A,Phosphatase,2
5QE5,A,Phosphatase,2
5QFX,A,Phosphatase,2
5QFZ,A,Phosphatase,2
5QEL,A,Phosphatase,2
5QFH,A,Phosphatase,2
5QG9,A,Phosphatase,2
5QFV,A,Phosphatase,2
5QF8,A,Phosphatase,2
5QDR,A,Phosphatase,2
5QFF,A,Phosphatase,2
5QFQ,A,Phosphatase,2
5QEG,A,Phosphatase,2
5QDO,A,Phosphatase,2
5QGA,A,Phosphatase,2
5QE2,A,Phosphatase,2
5QFW,A,Phosphatase,2
5QFA,A,Phosphatase,2
5QE4,A,Phosphatase,2
5QDG,A,Phosphatase,2
5QF1,A,Phosphatase,2
5QES,A,Phosphatase,2
5QG8,A,Phosphatase,2
5QGE,A,Phosphatase,2
5QG0,A,Phosphatase,2
5QDY,A,Phosphatase,2
5QDZ,A,Phosphatase,2
5QG5,A,Phosphatase,2
5QEM,A,Phosphatase,2
5QFL,A,Phosphatase,2
5QEV,A,Phosphatase,2
5QFC,A,Phosphatase,2
6D4F,A,Phosphatase,2
5QEP,A,Phosphatase,2
5QFT,A,Phosphatase,2
5QEC,A,Phosphatase,2
5QDE,A,Phosphatase,2
5QG3,A,Phosphatase,2
5QEK,A,Phosphatase,2
5QEJ,A,Phosphatase,2
5QED,A,Phosphatase,2
5QDH,A,Phosphatase,2
5QDF,A,Phosphatase,2
5KA4,A,Phosphatase,2
5QDK,A,Phosphatase,2
5QFD,A,Phosphatase,2
5QEQ,A,Phosphatase,2
5QGC,A,Phosphatase,2
5QE1,A,Phosphatase,2
5QF6,A,Phosphatase,2
5QF5,A,Phosphatase,2
5QG1,A,Phosphatase,2
5QE0,A,Phosphatase,2
5QDM,A,Phosphatase,2
5QFN,A,Phosphatase,2
5QDW,A,Phosphatase,2
5QDP,A,Phosphatase,2
5QDQ,A,Phosphatase,2
1G1F,A,Phosphatase,2
5QF0,A,Phosphatase,2
2VEU,A,Phosphatase,2
3QCE,A,Phosphatase,2
5QG2,A,Phosphatase,2
3QCC,A,Phosphatase,2
1OES,A,Phosphatase,2
2G59,A,Phosphatase,2
3S3E,A,Phosphatase,2
2H4V,A,Phosphatase,2
3QCB,A,Phosphatase,2
3QCD,A,Phosphatase,2
6D3F,A,Phosphatase,2
3S3F,A,Phosphatase,2
1G1H,A,Phosphatase,2
4S0G,A,Phosphatase,2
3QCM,A,Phosphatase,2
3QCH,A,Phosphatase,2
3S3H,A,Phosphatase,2
3S3K,A,Phosphatase,2
2A3K,A,Phosphatase,2
1WCH,A,Phosphatase,2
2PBN,A,Phosphatase,2
3QCJ,A,Phosphatase,2
3BRH,A,Phosphatase,2
3OLR,A,Phosphatase,2
5HPE,A,Phosphatase,2
4GRZ,A,Phosphatase,2
2CFV,A,Phosphatase,2
2I3R,A,Phosphatase,2
2NV5,A,Phosphatase,2
5C1V,A,Phosphatase,2
1RPM,A,Phosphatase,2
4J51,A,Phosphatase,2
2F6F,A,Phosphatase,2
3B7O,A,Phosphatase,2
3QCK,A,Phosphatase,2
2P6X,A,Phosphatase,2
3QCL,A,Phosphatase,2
2H03,A,Phosphatase,2
2GJT,A,Phosphatase,2
3QCG,A,Phosphatase,2
1S70,A,Phosphatase,2
1PA1,A,Phosphatase,2
3H2X,A,Phosphatase,2
2AHS,A,Phosphatase,2
3QCI,A,Phosphatase,2
3QCN,A,Phosphatase,2
2C7S,A,Phosphatase,2
1JLN,A,Phosphatase,2
4BJO,A,Phosphatase,2
4GS0,A,Phosphatase,2
2B4S,A,Phosphatase,2
2JOG,A,Phosphatase,2
2PA5,A,Phosphatase,2
2OOQ,A,Phosphatase,2
4GRY,A,Phosphatase,2
5J8R,A,Phosphatase,2
5HDE,A,Phosphatase,2
1FPR,A,Phosphatase,2
5X94,A,Phosphatase,2
4GE5,A,Phosphatase,2
4GE2,A,Phosphatase,2
4GE6,A,Phosphatase,2
5WG8,A,Phosphatase,2
4HJP,A,Phosphatase,2
1GWZ,A,Phosphatase,2
4ZX2,A,Phosphatase,2
2NZ6,A,Phosphatase,2
5WY8,A,Phosphatase,2
4RCA,A,Phosphatase,2
5XWU,A,Phosphatase,2
4M7G,A,Protease,3
1PQ8,A,Protease,3
1PQ7,A,Protease,3
1PQ5,A,Protease,3
1GDQ,A,Protease,3
1XVO,A,Protease,3
2G51,A,Protease,3
2G52,A,Protease,3
1PQA,A,Protease,3
1FY4,A,Protease,3
1EQ9,A,Protease,3
1GDN,A,Protease,3
1FN8,A,Protease,3
1FY5,A,Protease,3
1TRY,A,Protease,3
1XVM,A,Protease,3
1GDU,A,Protease,3
2VH6,A,Protease,3
2WYG,A,Protease,3
1OXG,A,Protease,3
2WYJ,A,Protease,3
2J2U,A,Protease,3
6EAT,A,Protease,3
2BOK,A,Protease,3
2P3T,B,Protease,3
2UWO,A,Protease,3
2J4I,A,Protease,3
4Y6D,A,Protease,3
1PPZ,A,Protease,3
1GVZ,A,Protease,3
1DUI,A,Protease,3
1CHG,A,Protease,3
3F49,S,Protease,3
1SUE,A,Protease,3
1GNS,A,Protease,3
1IQL,A,Protease,3
1SUA,A,Protease,3
3UUZ,A,Protease,3
1EX3,A,Protease,3
1HCG,A,Protease,3
3V13,A,Protease,3
1SPB,S,Protease,3
1XKB,C,Protease,3
3PYH,A,Protease,3
5OX2,A,Protease,3
3GY2,A,Protease,3
3V0X,A,Protease,3
3GY5,A,Protease,3
2H9E,H,Protease,3
1C5M,D,Protease,3
1C9T,A,Protease,3
3GY8,A,Protease,3
3CNQ,S,Protease,3
5K7R,A,Protease,3
1SUC,A,Protease,3
3BGO,S,Protease,3
4BTT,B,Protease,3
4BTU,B,Protease,3
1GNV,A,Protease,3
3UNQ,A,Protease,3
3GY3,A,Protease,3
3UWI,A,Protease,3
1EZQ,A,Protease,3
4B2C,A,Protease,3
3GY6,A,Protease,3
3KQB,A,Protease,3
3UNS,A,Protease,3
3UQO,A,Protease,3
1O3O,A,Protease,3
1F0S,A,Protease,3
1XKA,C,Protease,3
1IQJ,A,Protease,3
2VWO,A,Protease,3
2VWL,A,Protease,3
1QL7,A,Protease,3
1LPG,B,Protease,3
1G2M,A,Protease,3
1KSN,A,Protease,3
6CL7,A,Protease,3
5K7S,A,Protease,3
1IQI,A,Protease,3
3Q00,A,Protease,3
1NFY,A,Protease,3
1NFW,A,Protease,3
3UQV,A,Protease,3
2VWN,A,Protease,3
4B2B,A,Protease,3
4BTI,B,Protease,3
1O36,A,Protease,3
2W26,A,Protease,3
1LPZ,B,Protease,3
1NFU,A,Protease,3
1GI5,A,Protease,3
1TRN,A,Protease,3
3V12,A,Protease,3
6CL8,A,Protease,3
2XC0,A,Protease,3
2XBW,A,Protease,3
1O2J,A,Protease,3
2XBX,A,Protease,3
1FJS,A,Protease,3
2PLX,A,Protease,3
2XBV,A,Protease,3
2XC5,A,Protease,3
3SW2,B,Protease,3
1MQ5,A,Protease,3
2FMJ,A,Protease,3
3RDZ,A,Protease,3
6CLB,A,Protease,3
1WU1,A,Protease,3
1O2T,A,Protease,3
1IQH,A,Protease,3
6CLA,A,Protease,3
1O2K,A,Protease,3
1O34,A,Protease,3
1BTW,A,Protease,3
4U2W,A,Protease,3
1EB2,A,Protease,3
1O2M,A,Protease,3
1IQK,A,Protease,3
2ZHD,A,Protease,3
1Z6E,A,Protease,3
4XOJ,A,Protease,3
1O3F,A,Protease,3
1O3G,A,Protease,3
1O3B,A,Protease,3
1O2N,A,Protease,3
1K1J,A,Protease,3
1O2V,A,Protease,3
1O3A,A,Protease,3
2BQ6,B,Protease,3
6N4U,A,Protease,3
1LQD,B,Protease,3
1G3B,A,Protease,3
2BQW,B,Protease,3
1O30,A,Protease,3
1OS8,A,Protease,3
6CL9,A,Protease,3
1O3C,A,Protease,3
6BVH,A,Protease,3
1YP9,A,Protease,3
1O2Z,A,Protease,3
1FAX,A,Protease,3
1O3D,A,Protease,3
1O3E,A,Protease,3
1O39,A,Protease,3
5LH8,A,Protease,3
2A7H,A,Protease,3
1OSS,A,Protease,3
1O2L,A,Protease,3
1O2Y,A,Protease,3
5MNQ,A,Protease,3
6FID,A,Protease,3
1O2H,A,Protease,3
5VOF,H,Protease,3
1O3H,A,Protease,3
1O38,A,Protease,3
1O2O,A,Protease,3
1F0T,A,Protease,3
1O2U,A,Protease,3
1IQF,A,Protease,3
4NFF,A,Protease,3
1GI3,A,Protease,3
1OX1,A,Protease,3
4ZAE,A,Protease,3
1O2I,A,Protease,3
1G3D,A,Protease,3
3LJO,A,Protease,3
1JIR,A,Protease,3
1O3I,A,Protease,3
1O3K,A,Protease,3
1O32,A,Protease,3
3KQD,A,Protease,3
1O2R,A,Protease,3
1GI4,A,Protease,3
2G00,A,Protease,3
1O3N,A,Protease,3
1O2W,A,Protease,3
3CO0,S,Protease,3
1GJ6,A,Protease,3
3GT3,A,Protease,3
1O3J,A,Protease,3
2FX6,A,Protease,3
1TLD,A,Protease,3
1O2X,A,Protease,3
1O3L,A,Protease,3
1O31,A,Protease,3
1TPS,A,Protease,3
4ABI,A,Protease,3
2Y7X,A,Protease,3
1QB1,A,Protease,3
1OYQ,A,Protease,3
1K1L,A,Protease,3
3DDZ,X,Protease,3
1O2Q,A,Protease,3
1GI6,A,Protease,3
1LPK,B,Protease,3
1O35,A,Protease,3
1O2P,A,Protease,3
2P3U,B,Protease,3
1K1M,A,Protease,3
1LQE,A,Protease,3
3GT4,A,Protease,3
3KQC,A,Protease,3
1G3C,A,Protease,3
2RA0,A,Protease,3
2Y7Z,A,Protease,3
1O2S,A,Protease,3
2UWP,A,Protease,3
1CE5,A,Protease,3
3QK1,A,Protease,3
3DE0,X,Protease,3
4ABJ,A,Protease,3
2BZA,A,Protease,3
1XUG,A,Protease,3
2ZQ2,A,Protease,3
3D9Q,X,Protease,3
3DE3,X,Protease,3
2BQ7,B,Protease,3
1GBT,A,Protease,3
5CW1,A,Protease,3
3DE2,X,Protease,3
3DE1,X,Protease,3
1MTU,A,Protease,3
1G3E,A,Protease,3
1MTS,A,Protease,3
3TK5,A,Protease,3
3KQE,A,Protease,3
1G36,A,Protease,3
2TIO,A,Protease,3
3I30,X,Protease,3
1BTP,A,Protease,3
4NFE,A,Protease,3
3VPK,A,Protease,3
1O33,A,Protease,3
1F0U,A,Protease,3
3DVR,X,Protease,3
3I34,X,Protease,3
1SBW,A,Protease,3
4DJ5,X,Protease,3
3I37,X,Protease,3
4A7I,B,Protease,3
1J16,A,Protease,3
1JRS,A,Protease,3
3I2Y,X,Protease,3
2FZZ,A,Protease,3
1GI2,A,Protease,3
3DVQ,X,Protease,3
1PEK,E,Protease,3
3LJJ,A,Protease,3
2FX4,A,Protease,3
1KIG,H,Protease,3
1O3M,A,Protease,3
3DW1,X,Protease,3
2UUY,A,Protease,3
3BEU,A,Protease,3
3DE4,X,Protease,3
3UPE,A,Protease,3
3IIT,A,Protease,3
1NC6,A,Protease,3
1Y3X,A,Protease,3
2BMG,B,Protease,3
1J8A,A,Protease,3
1ANB,A,Protease,3
4HGC,A,Protease,3
1PFG,A,Protease,3
3RXF,A,Protease,3
5MN1,A,Protease,3
2ZDL,A,Protease,3
4KTS,A,Protease,3
2EEK,A,Protease,3
3DW3,X,Protease,3
2Y80,A,Protease,3
1AQ7,A,Protease,3
1S0R,A,Protease,3
1Y3U,A,Protease,3
3RXK,A,Protease,3
3NK8,A,Protease,3
1IQG,A,Protease,3
2CMY,A,Protease,3
1F0R,A,Protease,3
2P94,A,Protease,3
1SGT,A,Protease,3
1C5Q,A,Protease,3
4ZHA,A,Protease,3
3DVS,X,Protease,3
4AN7,A,Protease,3
3RXC,A,Protease,3
1AUJ,A,Protease,3
2VH0,A,Protease,3
1Y3W,A,Protease,3
4I8L,A,Protease,3
3DWE,X,Protease,3
1O37,A,Protease,3
4I8K,A,Protease,3
2EI8,A,Protease,3
3DE5,X,Protease,3
3UOP,A,Protease,3
3RXJ,A,Protease,3
1Y3V,A,Protease,3
6B6T,A,Protease,3
3A87,A,Protease,3
2BLV,A,Protease,3
1V3X,A,Protease,3
2EI7,A,Protease,3
5LH4,A,Protease,3
6B6R,A,Protease,3
1UTP,A,Protease,3
1RXP,A,Protease,3
2BLW,A,Protease,3
3RXP,A,Protease,3
4I8J,A,Protease,3
3A7V,A,Protease,3
1UTQ,A,Protease,3
2G4V,A,Protease,3
1GI1,A,Protease,3
3UNR,A,Protease,3
4YTA,A,Protease,3
2XBY,A,Protease,3
4ABG,A,Protease,3
1NFX,A,Protease,3
5Z6O,A,Protease,3
3RXH,A,Protease,3
3NKK,A,Protease,3
3A88,A,Protease,3
3MFJ,A,Protease,3
3A81,A,Protease,3
3MI4,A,Protease,3
1IQE,A,Protease,3
3ATL,A,Protease,3
6B6O,A,Protease,3
3RXG,A,Protease,3
1S0Q,A,Protease,3
4I8G,A,Protease,3
3A84,A,Protease,3
3A83,A,Protease,3
2Y81,A,Protease,3
4Z0K,A,Protease,3
2P16,A,Protease,3
3RXO,A,Protease,3
1SFI,A,Protease,3
6B6S,A,Protease,3
4ABH,A,Protease,3
3RXV,A,Protease,3
6DWF,A,Protease,3
1TIO,A,Protease,3
3ATM,A,Protease,3
3DE6,X,Protease,3
3RXT,A,Protease,3
1IQM,A,Protease,3
3RXL,A,Protease,3
4NIX,A,Protease,3
3RXQ,A,Protease,3
5XWJ,A,Protease,3
2G55,A,Protease,3
3GY7,A,Protease,3
3A89,A,Protease,3
1K1I,A,Protease,3
1MAX,A,Protease,3
3A8A,A,Protease,3
1X7A,C,Protease,3
3RXU,A,Protease,3
1UTO,A,Protease,3
4I8H,A,Protease,3
4TPY,A,Protease,3
2QYI,A,Protease,3
2ILN,A,Protease,3
3A8B,A,Protease,3
3I29,A,Protease,3
5GXP,A,Protease,3
3RXM,A,Protease,3
3A7W,A,Protease,3
5MNC,A,Protease,3
5VOE,H,Protease,3
5AMX,A,Protease,3
2UWL,A,Protease,3
5LGO,A,Protease,3
3A7Y,A,Protease,3
3RXR,A,Protease,3
2VVC,A,Protease,3
1TGT,A,Protease,3
3RXI,A,Protease,3
1TGB,A,Protease,3
1P2J,A,Protease,3
5I9S,A,Protease,3
3A7Z,A,Protease,3
6B6Q,A,Protease,3
1AZ8,A,Protease,3
2Y82,A,Protease,3
3RXD,A,Protease,3
2G8T,A,Protease,3
2TGT,A,Protease,3
3A7T,A,Protease,3
3AAU,A,Protease,3
2G5V,A,Protease,3
6BFP,A,Protease,3
3ATK,A,Protease,3
3RXB,A,Protease,3
5FXL,A,Protease,3
3RXE,A,Protease,3
2D8W,A,Protease,3
1BRA,A,Protease,3
3GY4,A,Protease,3
3E8L,A,Protease,3
4ABE,A,Protease,3
2Q1J,A,Protease,3
3CS7,A,Protease,3
2PWA,A,Protease,3
4GUX,A,Protease,3
3M36,A,Protease,3
4CFY,A,Protease,3
1MQ6,A,Protease,3
6B6P,A,Protease,3
3A82,A,Protease,3
4NIY,A,Protease,3
4AB9,A,Protease,3
6DWH,A,Protease,3
1QCP,A,Protease,3
4NCY,A,Protease,3
1YYY,1,Protease,3
1ZZZ,A,Protease,3
3RXS,A,Protease,3
1ANC,A,Protease,3
3AAV,A,Protease,3
1IQN,A,Protease,3
3P95,A,Protease,3
1HJ8,A,Protease,3
1K1N,A,Protease,3
5WJG,A,Protease,3
3DYB,A,Protease,3
5PTP,A,Protease,3
5TP0,A,Protease,3
2VWM,A,Protease,3
5MNK,A,Protease,3
5AQE,A,Protease,3
3PTB,A,Protease,3
5MNE,A,Protease,3
4ABD,A,Protease,3
1IOE,A,Protease,3
3FFG,A,Protease,3
1DPO,A,Protease,3
1MTW,A,Protease,3
3M35,A,Protease,3
3TK6,A,Protease,3
5MNG,A,Protease,3
3ATI,A,Protease,3
2CJI,A,Protease,3
2TGA,A,Protease,3
4ABB,A,Protease,3
2ZFT,A,Protease,3
2PR3,A,Protease,3
2J94,A,Protease,3
3RXA,A,Protease,3
1G2L,A,Protease,3
3T29,A,Protease,3
4NIW,A,Protease,3
1TNJ,A,Protease,3
4ABF,A,Protease,3
2OXS,A,Protease,3
2P95,A,Protease,3
1UTK,A,Protease,3
2ZDK,A,Protease,3
1BTZ,A,Protease,3
4AB8,A,Protease,3
4MTB,A,Protease,3
4KTU,A,Protease,3
3DE7,X,Protease,3
2PTN,A,Protease,3
5MNN,A,Protease,3
5F6M,A,Protease,3
1IC6,A,Protease,3
2G5N,A,Protease,3
1QL8,A,Protease,3
5MNB,A,Protease,3
1CGJ,E,Protease,3
1BJV,A,Protease,3
5MON,A,Protease,3
4ABA,A,Protease,3
1TGC,A,Protease,3
3UY9,A,Protease,3
4CG0,A,Protease,3
5MNY,A,Protease,3
2ZFS,A,Protease,3
3T27,A,Protease,3
1TPO,A,Protease,3
2ZDN,A,Protease,3
5EGM,A,Protease,3
5XWL,A,Protease,3
1GCD,A,Protease,3
1BTY,A,Protease,3
1XUK,A,Protease,3
2W3K,A,Protease,3
5MOO,A,Protease,3
1TNG,A,Protease,3
2P3F,H,Protease,3
1J15,A,Protease,3
5J4Q,A,Protease,3
1C5V,A,Protease,3
2P93,A,Protease,3
4Y7B,A,Protease,3
3I78,A,Protease,3
5MOP,A,Protease,3
6AVL,A,Protease,3
5T3H,A,Protease,3
5MNH,A,Protease,3
2CGA,A,Protease,3
3T26,A,Protease,3
5MNF,A,Protease,3
2V8B,A,Protease,3
1C2F,A,Protease,3
1ANE,A,Protease,3
3KL6,A,Protease,3
5MOQ,A,Protease,3
2OTV,A,Protease,3
2XC4,A,Protease,3
4U32,A,Protease,3
2VVV,A,Protease,3
1TX6,A,Protease,3
3A8C,A,Protease,3
1TNK,A,Protease,3
5MNA,A,Protease,3
5ARB,A,Protease,3
6E5M,A,Protease,3
2R9P,A,Protease,3
2ZQ1,A,Protease,3
1QL9,A,Protease,3
2ID8,A,Protease,3
4AOR,A,Protease,3
1BJU,A,Protease,3
1P2I,A,Protease,3
2J38,A,Protease,3
3A8D,A,Protease,3
1TNL,A,Protease,3
2ZDM,A,Protease,3
2JKH,A,Protease,3
2J9N,A,Protease,3
3A86,A,Protease,3
3LIW,A,Protease,3
1QB9,A,Protease,3
6B6N,A,Protease,3
1ACB,E,Protease,3
5MNM,A,Protease,3
1TNI,A,Protease,3
4Q2K,A,Protease,3
2D1J,A,Protease,3
5MOR,A,Protease,3
2Y5H,A,Protease,3
1NTP,A,Protease,3
1TPP,A,Protease,3
1C5P,A,Protease,3
3ITI,A,Protease,3
1UTN,A,Protease,3
2TGD,A,Protease,3
2PHB,A,Protease,3
1S85,A,Protease,3
5WHW,A,Protease,3
5MO0,A,Protease,3
1C1O,A,Protease,3
5ARC,A,Protease,3
1GI0,A,Protease,3
4Y79,A,Protease,3
3T25,A,Protease,3
2TRM,A,Protease,3
1MBQ,A,Protease,3
5MNZ,A,Protease,3
3T62,A,Protease,3
3A80,A,Protease,3
1C5S,A,Protease,3
6BX8,A,Protease,3
1S6H,A,Protease,3
6FJS,A,Protease,3
1K1O,A,Protease,3
2RA3,A,Protease,3
1JRT,A,Protease,3
1TX8,A,Protease,3
2BOH,B,Protease,3
3P92,A,Protease,3
1QBN,A,Protease,3
1P2K,A,Protease,3
1AO5,A,Protease,3
1MCT,A,Protease,3
3A7X,A,Protease,3
2FTM,A,Protease,3
5K0H,A,Protease,3
5MNO,A,Protease,3
4WOC,A,Protease,3
3A85,A,Protease,3
1BTX,A,Protease,3
5MOS,A,Protease,3
2W3I,A,Protease,3
1GCI,A,Protease,3
4AOQ,A,Protease,3
1S82,A,Protease,3
1C5R,A,Protease,3
4DG4,A,Protease,3
5MNX,A,Protease,3
1QBO,A,Protease,3
1TYN,A,Protease,3
1H4W,A,Protease,3
1GHZ,A,Protease,3
5AVK,A,Protease,3
5ARD,A,Protease,3
5KXV,A,Protease,3
1S84,A,Protease,3
5MNP,A,Protease,3
6DZF,A,Protease,3
1CSE,E,Protease,3
4DOQ,A,Protease,3
1C1T,A,Protease,3
2J95,A,Protease,3
1XUI,A,Protease,3
1P7V,A,Protease,3
1D6R,A,Protease,3
2Y5F,A,Protease,3
4WXV,A,Protease,3
1CGI,E,Protease,3
1SVN,A,Protease,3
2AYW,A,Protease,3
1C2G,A,Protease,3
1HJ9,A,Protease,3
3KCG,H,Protease,3
1C1P,A,Protease,3
1YF4,A,Protease,3
1C9P,A,Protease,3
4CFZ,A,Protease,3
5MO2,A,Protease,3
1C2D,A,Protease,3
5AVJ,A,Protease,3
2Y5G,A,Protease,3
1C1Q,A,Protease,3
