protein,chain,group,group1
3V9V,A,alpha,0
3VHU,A,alpha,0
4FN6,A,alpha,0
4FNE,A,alpha,0
4HWL,A,alpha,0
1GWQ,A,alpha,0
1HFA,A,alpha,0
1PY6,A,alpha,0
1QKM,A,alpha,0
1S35,A,alpha,0
1S53,A,alpha,0
1S54,A,alpha,0
1T5Z,A,alpha,0
1T65,A,alpha,0
1XIO,A,alpha,0
1YMT,A,alpha,0
1YOW,A,alpha,0
2A3I,A,alpha,0
2HAM,A,alpha,0
2HAS,A,alpha,0
2HVC,A,alpha,0
2PIO,A,alpha,0
2PIR,A,alpha,0
2Q70,A,alpha,0
2QA6,A,alpha,0
2QAB,A,alpha,0
2RD3,A,alpha,0
2W8Y,A,alpha,0
2ZZL,A,alpha,0
3B3K,A,alpha,0
3COC,A,alpha,0
3COD,A,alpha,0
3FEJ,A,alpha,0
3G8I,A,alpha,0
3HAN,A,alpha,0
3HAQ,A,alpha,0
3HAS,A,alpha,0
3HC5,A,alpha,0
3PDU,A,alpha,0
3RVF,A,alpha,0
3SNG,A,alpha,0
3ZR7,A,alpha,0
1C3D,A,alpha,0
1HF8,A,alpha,0
1HG2,A,alpha,0
1KME,A,alpha,0
1NQ0,A,alpha,0
1S8J,A,alpha,0
1SC5,A,alpha,0
1SR7,A,alpha,0
1T7M,A,alpha,0
1T7R,A,alpha,0
1T7T,A,alpha,0
1XJI,A,alpha,0
1YUC,A,alpha,0
1ZUC,A,alpha,0
2AA7,A,alpha,0
2EUF,A,alpha,0
2G0G,A,alpha,0
2QSE,A,alpha,0
2ZNO,A,alpha,0
3AUR,A,alpha,0
3B5P,A,alpha,0
3CDP,A,alpha,0
3DCU,A,alpha,0
3HAP,A,alpha,0
3HAR,A,alpha,0
3KBA,A,alpha,0
3P1O,A,alpha,0
3PEQ,A,alpha,0
3QOU,A,alpha,0
4EMA,A,alpha,0
1CUN,A,alpha,0
1E0P,A,alpha,0
1IB1,A,alpha,0
1OTW,A,alpha,0
1SQN,A,alpha,0
1SUM,B,alpha,0
1T74,A,alpha,0
1TO9,A,alpha,0
1UDD,A,alpha,0
2AA5,A,alpha,0
2AYR,A,alpha,0
3B1M,A,alpha,0
3BC5,A,alpha,0
3D6D,A,alpha,0
3ET2,A,alpha,0
3ZRB,A,alpha,0
4A2J,A,alpha,0
4F9M,A,alpha,0
4FGY,A,alpha,0
1FYH,A,alpha,0
1I7G,A,alpha,0
1MGY,A,alpha,0
2C1N,A,alpha,0
2F2B,A,alpha,0
2POB,A,alpha,0
2QIB,A,alpha,0
2VSR,A,alpha,0
2VV2,A,alpha,0
2XKW,A,alpha,0
2ZNP,A,alpha,0
3AAD,A,alpha,0
3D5F,A,alpha,0
3LMP,A,alpha,0
3PBA,A,alpha,0
3TKM,A,alpha,0
3U9Q,A,alpha,0
3ZRA,A,alpha,0
4DOS,A,alpha,0
1I7I,A,alpha,0
1R5K,A,alpha,0
2BAW,A,alpha,0
2BNS,A,alpha,0
2F31,A,alpha,0
2O9I,A,alpha,0
2VQ2,A,alpha,0
2VV3,A,alpha,0
2W99,A,alpha,0
3ADU,A,alpha,0
3B0R,A,alpha,0
3CDS,A,alpha,0
3CS8,A,alpha,0
3DDE,A,alpha,0
3FUR,A,alpha,0
3KMG,A,alpha,0
3NE2,A,alpha,0
3PW8,A,alpha,0
3QDN,A,alpha,0
3VI8,A,alpha,0
3VJI,A,alpha,0
1S8L,A,alpha,0
1ZA0,A,alpha,0
2FVJ,A,alpha,0
2HWR,A,alpha,0
2Q5P,A,alpha,0
2VV1,A,alpha,0
2ZK2,A,alpha,0
2ZNQ,A,alpha,0
3B0Q,A,alpha,0
3G9E,A,alpha,0
3K8S,A,alpha,0
3MVU,A,alpha,0
3OZ0,A,alpha,0
3SP9,A,alpha,0
3T03,A,alpha,0
3VHV,A,alpha,0
4APU,A,alpha,0
1YAK,A,alpha,0
2AA6,A,alpha,0
2AAX,A,alpha,0
2AB2,A,alpha,0
2C23,A,alpha,0
2GTK,A,alpha,0
2O8P,A,alpha,0
2Q59,A,alpha,0
2QCX,A,alpha,0
2REW,A,alpha,0
3ADS,A,alpha,0
3ET3,A,alpha,0
3GBK,A,alpha,0
3V9T,A,alpha,0
4DJ4,A,alpha,0
4EM9,A,alpha,0
1EQF,A,alpha,0
1YWT,A,alpha,0
2BNP,A,alpha,0
2F4B,A,alpha,0
2HWQ,A,alpha,0
2VST,A,alpha,0
2W1P,A,alpha,0
2W2E,A,alpha,0
2ZVT,A,alpha,0
3ADW,A,alpha,0
3DY6,A,alpha,0
3ET0,A,alpha,0
3KDU,A,alpha,0
3O8I,A,alpha,0
3QKC,A,alpha,0
3R8I,A,alpha,0
3SZ1,A,alpha,0
4FJ3,A,alpha,0
15C8,H,beta,1
1A3R,H,beta,1
1ACB,E,beta,1
1EQ9,A,beta,1
1FLR,H,beta,1
1GVZ,A,beta,1
1HKL,H,beta,1
1IND,H,beta,1
1LVB,A,beta,1
1NPP,A,beta,1
1PDK,A,beta,1
1PSK,H,beta,1
1Q1P,A,beta,1
1QGL,A,beta,1
1RQW,A,beta,1
1SBE,A,beta,1
1SBF,A,beta,1
1ZA3,A,beta,1
2A4O,A,beta,1
2B1O,A,beta,1
2BLR,A,beta,1
2BLU,A,beta,1
2CXV,A,beta,1
2ERF,A,beta,1
2ES3,A,beta,1
2G4Y,A,beta,1
2GK0,A,beta,1
2H6M,A,beta,1
2J94,A,beta,1
2JEM,A,beta,1
2JLP,A,beta,1
2NLR,A,beta,1
2OQN,A,beta,1
2TEP,A,beta,1
2UUR,A,beta,1
2VH6,A,beta,1
2VU8,E,beta,1
3DSF,H,beta,1
3DXA,A,beta,1
3DZP,A,beta,1
3DZR,A,beta,1
3EYS,H,beta,1
3GAS,A,beta,1
3N7O,A,beta,1
3QUM,A,beta,1
3TN9,1,beta,1
4DVA,U,beta,1
1A6Z,A,beta,1
1AGF,A,beta,1
1AJ7,H,beta,1
1BJ1,H,beta,1
1CIW,A,beta,1
1D6W,A,beta,1
1EOJ,A,beta,1
1INE,H,beta,1
1M4K,A,beta,1
1NCA,H,beta,1
1NRG,A,beta,1
1OK9,A,beta,1
1OPG,H,beta,1
1QJU,1,beta,1
1QJX,1,beta,1
1QJY,1,beta,1
1QX4,A,beta,1
1SL3,A,beta,1
1TA2,A,beta,1
1TA6,A,beta,1
1WCZ,A,beta,1
1WV4,A,beta,1
1Z71,A,beta,1
1ZRB,A,beta,1
2ANK,H,beta,1
2ANM,H,beta,1
2AP2,A,beta,1
2BVS,H,beta,1
2BXT,H,beta,1
2CF8,H,beta,1
2CN0,H,beta,1
2F58,H,beta,1
2HAL,A,beta,1
2OQ5,A,beta,1
2P8P,A,beta,1
2SBA,A,beta,1
2V3H,H,beta,1
2V3O,H,beta,1
2V7H,A,beta,1
2VID,A,beta,1
2WV5,A,beta,1
2X28,A,beta,1
2ZG3,A,beta,1
3BZ4,A,beta,1
3C6S,A,beta,1
3D6E,A,beta,1
3DGS,A,beta,1
3GGW,A,beta,1
3GHP,A,beta,1
3MV9,A,beta,1
3Q76,A,beta,1
3UP1,A,beta,1
3UTT,A,beta,1
4AX9,H,beta,1
1APN,A,beta,1
1AVB,A,beta,1
1C8O,A,beta,1
1ENR,A,beta,1
1FAT,A,beta,1
1GAF,H,beta,1
1GIC,A,beta,1
1IY9,A,beta,1
1LU2,A,beta,1
1MQ8,A,beta,1
1OLR,A,beta,1
1PLG,H,beta,1
1PP3,A,beta,1
1SC8,U,beta,1
1U4E,A,beta,1
1UCT,A,beta,1
1UMZ,A,beta,1
1UN1,A,beta,1
1UU4,A,beta,1
1UU5,A,beta,1
1UU6,A,beta,1
1VJ9,U,beta,1
1W2U,A,beta,1
1X8M,A,beta,1
1XF4,A,beta,1
1Z3Q,A,beta,1
2A7I,X,beta,1
2ENR,A,beta,1
2H9H,A,beta,1
2I29,A,beta,1
2JEN,A,beta,1
2PE7,A,beta,1
2QEJ,A,beta,1
2UWA,A,beta,1
2UWB,A,beta,1
2VH9,A,beta,1
2WZR,1,beta,1
3ACG,A,beta,1
3ACH,A,beta,1
3ACI,A,beta,1
3DZN,A,beta,1
3GUT,A,beta,1
3L7F,A,beta,1
3MFF,A,beta,1
3V7W,A,beta,1
3V8R,A,beta,1
3VBU,A,beta,1
4HUW,A,beta,1
1AI1,H,beta,1
1CES,A,beta,1
1CFB,A,beta,1
1ET6,A,beta,1
1G6R,A,beta,1
1I1A,A,beta,1
1JBC,A,beta,1
1JNL,H,beta,1
1LU1,A,beta,1
1MCV,A,beta,1
1NG0,A,beta,1
1NKR,A,beta,1
1NLR,A,beta,1
1NLS,A,beta,1
1NXZ,A,beta,1
1Q94,A,beta,1
1QBL,H,beta,1
1QY6,A,beta,1
1TX6,A,beta,1
1WCK,A,beta,1
1YGC,H,beta,1
2AJ3,A,beta,1
2DUO,A,beta,1
2DUP,A,beta,1
2DUQ,A,beta,1
2DUR,A,beta,1
2E6V,A,beta,1
2GJG,A,beta,1
2NWN,A,beta,1
2XRD,A,beta,1
2Z7F,E,beta,1
3DCL,A,beta,1
3IDI,A,beta,1
3IDM,A,beta,1
3KGP,A,beta,1
3KNQ,A,beta,1
3LMX,A,beta,1
3LXV,A,beta,1
3MFL,A,beta,1
3MI5,A,beta,1
3RGV,A,beta,1
3SQH,E,beta,1
3T67,A,beta,1
3TJN,A,beta,1
3VBO,A,beta,1
3VBR,A,beta,1
4ISH,H,beta,1
4ISI,H,beta,1
1D9I,A,beta,1
1EFX,A,beta,1
1GLH,A,beta,1
1K9O,E,beta,1
1LR2,A,beta,1
1LR3,A,beta,1
1LXZ,A,beta,1
1LY0,A,beta,1
1NAK,H,beta,1
1NGX,A,beta,1
1ONA,A,beta,1
1OWD,A,beta,1
1OWE,A,beta,1
1OWH,A,beta,1
1OWI,A,beta,1
1SQA,A,beta,1
1SQO,A,beta,1
1THW,A,beta,1
1TL2,A,beta,1
1TZI,A,beta,1
1U6Q,A,beta,1
1U8H,A,beta,1
1U8I,A,beta,1
1U8J,A,beta,1
1U8L,A,beta,1
1U8M,A,beta,1
1U8N,A,beta,1
1U8O,A,beta,1
1U8P,A,beta,1
1U8Q,A,beta,1
1U91,A,beta,1
1U92,A,beta,1
1U93,A,beta,1
1U95,A,beta,1
1VCA,A,beta,1
1VJA,U,beta,1
1YEC,H,beta,1
1YEF,H,beta,1
1YEH,H,beta,1
1YEJ,H,beta,1
1YEK,H,beta,1
1ZGI,A,beta,1
2AYH,A,beta,1
2O8W,A,beta,1
2R2W,U,beta,1
2VIS,A,beta,1
2ZOK,A,beta,1
35C8,H,beta,1
3F6I,A,beta,1
3GRW,A,beta,1
3IDG,A,beta,1
3IDN,A,beta,1
3MHW,U,beta,1
3PB1,E,beta,1
3QN7,A,beta,1
3QNY,A,beta,1
3QPQ,C,beta,1
3RBS,A,beta,1
3V80,A,beta,1
4FAB,H,beta,1
4FU7,A,beta,1
4FU8,A,beta,1
4FU9,A,beta,1
4FUB,A,beta,1
4FUC,A,beta,1
4FUD,A,beta,1
4FUE,A,beta,1
4FUF,A,beta,1
4FUG,A,beta,1
4FUH,A,beta,1
4FUI,A,beta,1
4FUJ,A,beta,1
4HSD,A,beta,1
1AJO,A,beta,1
1B3J,A,beta,1
1B9K,A,beta,1
1BBJ,A,beta,1
1CJP,A,beta,1
1CLZ,H,beta,1
1DUA,A,beta,1
1DUE,A,beta,1
1EJN,A,beta,1
1ENQ,A,beta,1
1F5L,A,beta,1
1F92,A,beta,1
1GSL,A,beta,1
1H9H,E,beta,1
1H9I,E,beta,1
1JCK,A,beta,1
1KKE,A,beta,1
1LEC,A,beta,1
1LED,A,beta,1
1MHC,A,beta,1
1N3N,A,beta,1
1NGP,H,beta,1
1NGQ,H,beta,1
1SCR,A,beta,1
1SCS,A,beta,1
1VAL,A,beta,1
1VAM,A,beta,1
1VLN,A,beta,1
1XF3,A,beta,1
1YEG,H,beta,1
1Z7K,A,beta,1
2CTV,A,beta,1
2G81,E,beta,1
2I2D,A,beta,1
2ILN,A,beta,1
2MCG,1,beta,1
2P8L,A,beta,1
2P8M,A,beta,1
2PW1,A,beta,1
2PW2,A,beta,1
2Q5F,A,beta,1
2RCS,H,beta,1
2XRB,A,beta,1
3C5S,A,beta,1
3D0L,A,beta,1
3GFU,A,beta,1
3M17,A,beta,1
3MYW,A,beta,1
3O11,A,beta,1
3RDZ,A,beta,1
3TJO,A,beta,1
3V6N,A,beta,1
3V8M,A,beta,1
3V8P,A,beta,1
3V8Q,A,beta,1
1A0Q,H,beta,1
1BAF,H,beta,1
1CF8,H,beta,1
1E4W,H,beta,1
1EXU,A,beta,1
1GVL,A,beta,1
1JE5,A,beta,1
1KZL,A,beta,1
1N9P,A,beta,1
1SE4,A,beta,1
1YEE,H,beta,1
1YEI,H,beta,1
2B0R,A,beta,1
2BVX,H,beta,1
2E5W,A,beta,1
2FGW,H,beta,1
2OJZ,H,beta,1
2P24,A,beta,1
2V5N,A,beta,1
2ZSU,A,beta,1
3BEV,A,beta,1
3ENR,A,beta,1
3HUJ,A,beta,1
3MWI,U,beta,1
3P8F,A,beta,1
3PHO,A,beta,1
3Q48,A,beta,1
1BFP,A,beta,1
1BJQ,A,beta,1
1BQS,A,beta,1
1C57,A,beta,1
1CGI,E,beta,1
1CGJ,E,beta,1
1EMA,A,beta,1
1EMG,A,beta,1
1EU3,A,beta,1
1F5K,U,beta,1
1GL0,E,beta,1
1K5M,A,beta,1
1MNU,H,beta,1
1MPA,H,beta,1
1OS8,A,beta,1
1OSS,A,beta,1
1P7K,A,beta,1
1YF4,A,beta,1
2F3C,E,beta,1
2GRK,A,beta,1
2MPA,H,beta,1
2O9Q,A,beta,1
2R15,A,beta,1
2X7L,A,beta,1
3D0V,A,beta,1
3OJD,A,beta,1
3PHQ,A,beta,1
3R0H,A,beta,1
3V7U,A,beta,1
1ARC,A,beta,1
1C8N,A,beta,1
1E6O,H,beta,1
1FGN,H,beta,1
1H3V,A,beta,1
1JE6,A,beta,1
1KFA,H,beta,1
2I1W,A,beta,1
2I2A,A,beta,1
2I2F,A,beta,1
2OS7,A,beta,1
2RDL,A,beta,1
3AUV,A,beta,1
3F65,A,beta,1
3FRU,A,beta,1
3MTR,A,beta,1
3OYO,A,beta,1
3V7Y,A,beta,1
3VBF,A,beta,1
3VBH,A,beta,1
3VBS,A,beta,1
4G43,A,beta,1
4H4F,A,beta,1
1CK0,H,beta,1
1KEL,H,beta,1
1LTL,A,beta,1
1N6V,A,beta,1
1NQB,A,beta,1
1QNY,A,beta,1
1QTF,A,beta,1
1V9U,1,beta,1
1YPZ,A,beta,1
2CK0,H,beta,1
2HKF,H,beta,1
2I2C,A,beta,1
2O8L,A,beta,1
3KW8,A,beta,1
3P1I,A,beta,1
3TA4,D,beta,1
1BYH,A,beta,1
1EU4,A,beta,1
1HOC,A,beta,1
1MH5,A,beta,1
1MOE,A,beta,1
1OWJ,A,beta,1
1Q31,A,beta,1
1W0Y,H,beta,1
1W7X,H,beta,1
1WBL,A,beta,1
2A5Z,A,beta,1
2AGJ,H,beta,1
2BZ6,H,beta,1
2C4F,H,beta,1
2WV4,A,beta,1
3F58,H,beta,1
3KYF,A,beta,1
3KYK,H,beta,1
3M4F,A,beta,1
3N99,A,beta,1
3T9W,A,beta,1
3TJV,A,beta,1
1CLO,H,beta,1
1DT2,A,beta,1
1FAI,H,beta,1
1GL4,A,beta,1
1J1T,A,beta,1
1LI1,A,beta,1
1M71,A,beta,1
1N8Z,A,beta,1
1NE4,A,beta,1
1OWK,A,beta,1
1R1Z,A,beta,1
1T7Z,A,beta,1
1VAV,A,beta,1
1W11,U,beta,1
1W12,U,beta,1
1W8B,H,beta,1
1WZO,A,beta,1
1XM1,A,beta,1
1ZGV,A,beta,1
2ADJ,A,beta,1
2EMO,A,beta,1
2FMJ,A,beta,1
2IBB,A,beta,1
2IBG,A,beta,1
2UWC,A,beta,1
2XN9,A,beta,1
3C8X,A,beta,1
3HS8,A,beta,1
3R4D,A,beta,1
4HKX,A,beta,1
4SBV,A,beta,1
1A3L,H,beta,1
1GSM,A,beta,1
1H3X,A,beta,1
1KIU,A,beta,1
1LVM,A,beta,1
1M1G,A,beta,1
1OSP,H,beta,1
1QBM,H,beta,1
1QOK,A,beta,1
1SQT,A,beta,1
1T7X,A,beta,1
1W2K,H,beta,1
2ARJ,A,beta,1
3BIK,A,beta,1
3BIS,A,beta,1
3BK5,A,beta,1
3DIF,A,beta,1
3V56,A,beta,1
4E2Q,A,beta,1
4E2S,A,beta,1
1DR9,A,beta,1
1FIW,A,beta,1
1FX5,A,beta,1
1JXN,A,beta,1
1T7W,A,beta,1
1T7Y,A,beta,1
1T80,A,beta,1
1T83,A,beta,1
1W0Z,U,beta,1
1W10,U,beta,1
1W13,U,beta,1
1W14,U,beta,1
1XRU,A,beta,1
1YNL,H,beta,1
1ZAG,A,beta,1
2A6I,A,beta,1
2A6J,A,beta,1
2D31,A,beta,1
2EJG,A,beta,1
2QSV,A,beta,1
2VIN,A,beta,1
2VIO,A,beta,1
2VIP,A,beta,1
2VIQ,A,beta,1
2VIV,A,beta,1
2VM9,A,beta,1
2VMC,A,beta,1
2VMD,A,beta,1
2VME,A,beta,1
2VNT,A,beta,1
3BEU,A,beta,1
3F6L,A,beta,1
1E4X,H,beta,1
1ENS,A,beta,1
1F58,H,beta,1
1FPN,1,beta,1
1I3S,A,beta,1
1MF2,H,beta,1
2A6D,A,beta,1
2AEW,A,beta,1
2FWV,A,beta,1
2HRP,H,beta,1
2OQ0,A,beta,1
2VJ0,A,beta,1
3B7M,A,beta,1
3CZU,A,beta,1
3DEM,A,beta,1
3EYQ,C,beta,1
3ZSE,A,beta,1
4ABJ,A,beta,1
4B2A,A,beta,1
1BEC,A,beta,1
1GL1,A,beta,1
1H4G,A,beta,1
1I4E,A,beta,1
1I7Z,A,beta,1
1IBG,H,beta,1
1OOP,A,beta,1
1T7V,A,beta,1
1Z7S,1,beta,1
2EJF,A,beta,1
2IV8,A,beta,1
2QBX,A,beta,1
2VV5,A,beta,1
3QI0,A,beta,1
3SQB,A,beta,1
1AXT,H,beta,1
1H3T,A,beta,1
1H3U,A,beta,1
1IQD,A,beta,1
1K6Q,H,beta,1
1M7D,A,beta,1
1M7I,A,beta,1
1P35,A,beta,1
1QH6,A,beta,1
1SBS,H,beta,1
1T60,A,beta,1
1UZ8,A,beta,1
1W80,A,beta,1
2FXQ,A,beta,1
3B6Y,A,beta,1
3ES6,A,beta,1
3GK8,H,beta,1
3I77,A,beta,1
3OSY,A,beta,1
3PPE,A,beta,1
1CHG,A,beta,1
1IM9,A,beta,1
1MWA,A,beta,1
1NT0,A,beta,1
1OKX,A,beta,1
1QUP,A,beta,1
1UZ6,E,beta,1
1XEU,A,beta,1
1ZA6,A,beta,1
2BWA,A,beta,1
2FBO,J,beta,1
2W94,A,beta,1
2W95,A,beta,1
2WN2,A,beta,1
2WN3,A,beta,1
3CJI,A,beta,1
3D5O,A,beta,1
3H9A,A,beta,1
3HG1,A,beta,1
3K0W,A,beta,1
3KYM,A,beta,1
3TPU,A,beta,1
3VDD,A,beta,1
4ABI,A,beta,1
4AEN,A,beta,1
4B1T,A,beta,1
4B2B,A,beta,1
4B2C,A,beta,1
1FNH,A,beta,1
1HAG,E,beta,1
1MRC,H,beta,1
1OA2,A,beta,1
1OA3,A,beta,1
1QH7,A,beta,1
1T04,A,beta,1
1XX9,A,beta,1
1XXD,A,beta,1
1XXF,A,beta,1
1YMH,A,beta,1
1YNT,A,beta,1
2A6K,A,beta,1
2ADG,A,beta,1
2ADI,A,beta,1
2F91,A,beta,1
2FUN,A,beta,1
2W59,A,beta,1
3BWR,A,beta,1
3CNA,A,beta,1
3DVG,A,beta,1
3EOB,A,beta,1
3EYO,A,beta,1
3I78,A,beta,1
3ILF,A,beta,1
3MCG,1,beta,1
3S88,H,beta,1
3TJU,A,beta,1
3W39,A,beta,1
3ZDG,A,beta,1
1EMK,A,beta,1
1EMM,A,beta,1
1FIZ,A,beta,1
1KCR,H,beta,1
1KLF,A,beta,1
1OQO,A,beta,1
1OXG,A,beta,1
1P6F,A,beta,1
1RJL,A,beta,1
1RRX,A,beta,1
1X33,A,beta,1
2BW8,A,beta,1
2DBL,H,beta,1
2GEE,A,beta,1
2VIW,A,beta,1
2VUL,A,beta,1
3H7J,A,beta,1
3KDM,A,beta,1
3MMG,A,beta,1
3U8K,A,beta,1
4GVU,A,beta,1
1D5B,A,beta,1
1ET9,A,beta,1
1F97,A,beta,1
1FP5,A,beta,1
1KEM,H,beta,1
1RZ8,A,beta,1
1UJ3,A,beta,1
2ARZ,A,beta,1
2BR8,A,beta,1
2C1O,A,beta,1
2C1P,A,beta,1
2C9T,A,beta,1
2H9G,A,beta,1
2PEL,A,beta,1
2PH9,A,beta,1
2QL1,A,beta,1
2VEC,A,beta,1
2VGD,A,beta,1
2W8G,A,beta,1
2WZY,A,beta,1
2X5I,A,beta,1
2XNT,A,beta,1
3C79,A,beta,1
3DO3,A,beta,1
3EGS,A,beta,1
3FJT,A,beta,1
3HN8,A,beta,1
3KM3,A,beta,1
3L7E,A,beta,1
3OZ9,H,beta,1
3P6B,A,beta,1
3RN5,A,beta,1
3T4M,A,beta,1
4AED,A,beta,1
4F2M,A,beta,1
1C4F,A,beta,1
1CI0,A,beta,1
1DQM,H,beta,1
1EAP,A,beta,1
1EMB,A,beta,1
1EME,A,beta,1
1EMF,A,beta,1
1FC1,A,beta,1
1FVD,A,beta,1
1FVE,A,beta,1
1H3W,M,beta,1
1KZQ,A,beta,1
1T61,A,beta,1
1UV6,A,beta,1
2BYP,A,beta,1
2BYR,A,beta,1
2VLM,D,beta,1
3ATG,A,beta,1
3DGT,A,beta,1
3DNK,A,beta,1
3DRO,A,beta,1
3DVN,A,beta,1
3EYF,A,beta,1
3LP9,A,beta,1
3SH1,A,beta,1
3SKN,A,beta,1
3U8L,A,beta,1
3VE0,A,beta,1
4ALX,A,beta,1
4EZM,A,beta,1
4F33,A,beta,1
4G42,A,beta,1
1FL6,A,beta,1
1GGB,H,beta,1
1L6Z,A,beta,1
1OA7,A,beta,1
1T3F,A,beta,1
1U8K,A,beta,1
1UX2,A,beta,1
1WCB,A,beta,1
1YY8,A,beta,1
1ZS8,A,beta,1
2GJZ,A,beta,1
2HKH,H,beta,1
2Q76,A,beta,1
2QR0,A,beta,1
2UY6,A,beta,1
2V7N,A,beta,1
2WE3,A,beta,1
2ZCL,H,beta,1
2ZJU,A,beta,1
3CFD,A,beta,1
3CFE,A,beta,1
3CSY,A,beta,1
3DGG,A,beta,1
3DRT,A,beta,1
3EO0,A,beta,1
3G5V,A,beta,1
3G5X,A,beta,1
3H9Y,A,beta,1
3IDJ,A,beta,1
3IET,A,beta,1
3IF1,A,beta,1
3L1O,H,beta,1
3L95,A,beta,1
3PXH,A,beta,1
3QNX,A,beta,1
3QNZ,A,beta,1
3QO0,A,beta,1
3QO1,A,beta,1
3S18,A,beta,1
3SQ6,A,beta,1
3U8M,A,beta,1
3ZDH,A,beta,1
4GKZ,A,beta,1
1B9C,A,beta,1
1CV7,A,beta,1
1EMC,A,beta,1
1EML,A,beta,1
1ENF,A,beta,1
1FFO,A,beta,1
1GFL,A,beta,1
1OLQ,A,beta,1
1P4L,A,beta,1
1UW6,A,beta,1
1V6N,A,beta,1
1YFP,A,beta,1
2BJ0,A,beta,1
2EMD,A,beta,1
2EMN,A,beta,1
2G2R,A,beta,1
2IZW,A,beta,1
2J2Z,A,beta,1
2VQ0,A,beta,1
2VUJ,A,beta,1
2XG4,A,beta,1
2XG5,A,beta,1
2YFP,A,beta,1
2ZJV,A,beta,1
3D85,A,beta,1
3H9Z,A,beta,1
3HA0,A,beta,1
3MCK,A,beta,1
3PNW,A,beta,1
3QG6,A,beta,1
3R06,A,beta,1
3SGD,H,beta,1
3SGE,H,beta,1
3U8J,A,beta,1
3U8N,A,beta,1
4FP8,A,beta,1
4HUV,A,beta,1
1DBJ,H,beta,1
1DBM,H,beta,1
1DQ2,A,beta,1
1G8W,A,beta,1
1HCJ,A,beta,1
1HI6,A,beta,1
1HQ4,A,beta,1
1JC0,A,beta,1
1MJ7,H,beta,1
1MJJ,A,beta,1
1N7M,H,beta,1
1NGW,A,beta,1
1NGY,A,beta,1
1OXD,A,beta,1
1OXF,A,beta,1
1Q4A,A,beta,1
1Q4E,A,beta,1
1T66,C,beta,1
1TQ5,A,beta,1
1X36,A,beta,1
1ZT4,A,beta,1
2A3W,A,beta,1
2A3Y,A,beta,1
2BMK,A,beta,1
2BSD,A,beta,1
2BWC,A,beta,1
2HYK,A,beta,1
2R1W,A,beta,1
2UY7,A,beta,1
2VUO,A,beta,1
2W07,A,beta,1
2WLP,A,beta,1
2WMP,A,beta,1
2ZOL,A,beta,1
3BPC,A,beta,1
3BPK,A,beta,1
3DRQ,A,beta,1
3FO1,A,beta,1
3G5Y,A,beta,1
3HR5,A,beta,1
3I2C,H,beta,1
3KQR,A,beta,1
3NO0,A,beta,1
3OGO,A,beta,1
3RLO,A,beta,1
3RNU,A,beta,1
3RVU,C,beta,1
3TBY,A,beta,1
4F3F,A,beta,1
4J1U,A,beta,1
1DN0,A,beta,1
1EWC,A,beta,1
1F0B,A,beta,1
1H6T,A,beta,1
1HUY,A,beta,1
1JBY,A,beta,1
1KP5,A,beta,1
1KYS,A,beta,1
1MCB,A,beta,1
1MCC,A,beta,1
1MCD,A,beta,1
1MCE,A,beta,1
1MCF,A,beta,1
1MCH,A,beta,1
1MCI,A,beta,1
1MCJ,A,beta,1
1MCK,A,beta,1
1MCL,A,beta,1
1MCN,A,beta,1
1MCQ,A,beta,1
1MCR,A,beta,1
1MCS,A,beta,1
1MYW,A,beta,1
1N47,A,beta,1
1N6A,A,beta,1
1NGZ,A,beta,1
1OA9,A,beta,1
1PKQ,A,beta,1
1Q4B,A,beta,1
1Q4C,A,beta,1
1Q4D,A,beta,1
1Q73,A,beta,1
1Q9W,A,beta,1
1QXT,A,beta,1
1QY3,A,beta,1
1QYF,A,beta,1
1QYO,A,beta,1
1RMO,A,beta,1
1U4F,A,beta,1
1VAK,A,beta,1
1VB2,A,beta,1
1VB4,A,beta,1
1YHH,A,beta,1
1YHI,A,beta,1
1YJ2,A,beta,1
1YJF,A,beta,1
1Z1P,A,beta,1
2AH8,A,beta,1
2AWJ,A,beta,1
2AWK,A,beta,1
2AWL,A,beta,1
2AWM,A,beta,1
2B3P,A,beta,1
2B3Q,A,beta,1
2E4M,A,beta,1
2FWQ,A,beta,1
2FZU,A,beta,1
2HPW,A,beta,1
2QJV,A,beta,1
2Y54,A,beta,1
3A8S,A,beta,1
3BEW,A,beta,1
3BUU,A,beta,1
3C5Z,A,beta,1
3CB9,A,beta,1
3CBE,A,beta,1
3CD1,A,beta,1
3CD9,A,beta,1
3CFC,H,beta,1
3ED8,A,beta,1
3GKW,H,beta,1
3ILQ,C,beta,1
3OKO,A,beta,1
3Q3G,A,beta,1
3RLN,A,beta,1
3S7V,A,beta,1
3ST2,A,beta,1
3UYP,A,beta,1
4B30,A,beta,1
4HCR,A,beta,1
1CT8,A,beta,1
1GGX,A,beta,1
1IGJ,A,beta,1
1JPS,H,beta,1
1MAM,H,beta,1
1MRE,H,beta,1
1MRF,H,beta,1
1QSF,A,beta,1
1RHH,A,beta,1
1RZI,A,beta,1
1SUW,A,beta,1
1T9M,A,beta,1
2A77,H,beta,1
2BR7,A,beta,1
2F4L,A,beta,1
2FJF,A,beta,1
2GCY,A,beta,1
2GFB,A,beta,1
2HFF,A,beta,1
2R83,A,beta,1
3AH4,A,beta,1
3AJ5,A,beta,1
3CDG,A,beta,1
3CMO,H,beta,1
3EOA,A,beta,1
3EYV,A,beta,1
3I75,A,beta,1
